"","R_region","R_age","R_edu","R_income","R_health","R_height","R_happy","A_height","A_edu","A_income"
"936","Northeast",55,"Senior high school",900,"Fair",156,"Somewhat happy",178,"Senior high school",1000
"937","Northeast",26,"Junior high school",500,"Not good",162,"Somewhat happy",168,"Junior high school",800
"938","Northeast",63,"Never attended school",20,"Fair",158,"Somewhat happy",170,"Junior college",1000
"939","Northeast",53,"Never attended school",100,"Good",160,"Somewhat happy",171,"Senior high school",600
"940","Northeast",51,"Junior high school",600,"Good",153,"Not too happy",175,"Senior high school",600
"941","Northeast",30,"Junior college",700,"Good",163,"Somewhat happy",173,"Senior high school",800
"942","Northeast",28,"Junior college",500,"Good",160,"Not too happy",170,"Junior college",500
"943","Northeast",35,"University",600,"Fair",158,"Not too happy",170,"Senior high school",0
"944","Northeast",43,"Senior high school",700,"Excellent",154,"Very happy",163,"Senior high school",0
"945","Northeast",28,"Junior high school",400,"Excellent",153,"Very happy",170,"Senior high school",400
"946","Northeast",31,"Junior high school",3000,"Good",160,"Not too happy",170,"Junior high school",10000
"947","Northeast",37,"Junior high school",0,"Good",160,"Somewhat happy",170,"Junior high school",2000
"948","Northeast",39,"Senior high school",300,"Good",164,"Somewhat happy",176,"Senior high school",600
"949","Northeast",55,"Junior college",2000,"Good",160,"Very happy",170,"Junior college",1000
"950","Northeast",29,"Junior high school",600,"Excellent",157,"Somewhat happy",173,"Junior high school",800
"951","Northeast",46,"Junior high school",400,"Fair",157,"Somewhat happy",171,"Senior high school",800
"952","Northeast",42,"Senior high school",0,"Not good",158,"Not too happy",168,"Senior high school",700
"953","Northeast",33,"Junior high school",800,"Good",163,"Somewhat happy",160,"Junior high school",800
"954","Northeast",34,"Junior high school",300,"Good",167,"Somewhat happy",185,"Senior high school",300
"955","Northeast",32,"Junior high school",300,"Excellent",162,"Somewhat happy",173,"Elementary school",400
"956","Northeast",40,"Senior high school",100,"Excellent",160,"Somewhat happy",176,"Junior high school",500
"957","Northeast",47,"Never attended school",200,"Fair",165,"Somewhat happy",170,"Senior high school",0
"958","Northeast",40,"Junior high school",200,"Excellent",155,"Not too happy",172,"Junior high school",500
"959","Northeast",36,"Junior high school",40,"Not good",167,"Somewhat happy",180,"Senior high school",1000
"960","Northeast",42,"Elementary school",100,"Fair",158,"Somewhat happy",173,"Elementary school",600
"961","Northeast",32,"Junior high school",50,"Excellent",158,"Somewhat happy",178,"Senior high school",600
"962","Northeast",41,"Junior high school",100,"Good",165,"Somewhat happy",174,"Junior high school",2000
"963","Northeast",47,"Elementary school",200,"Excellent",155,"Very happy",173,"Elementary school",200
"964","Northeast",33,"Elementary school",300,"Fair",158,"Somewhat happy",170,"Junior high school",700
"965","Northeast",44,"Senior high school",300,"Good",165,"Somewhat happy",175,"Junior high school",500
"966","Northeast",31,"Elementary school",200,"Good",162,"Somewhat happy",176,"Junior high school",200
"967","Northeast",43,"Elementary school",400,"Good",160,"Somewhat happy",170,"Elementary school",300
"968","Northeast",29,"Elementary school",200,"Good",162,"Somewhat happy",164,"Junior high school",300
"969","Northeast",43,"Senior high school",200,"Good",163,"Somewhat happy",172,"Senior high school",200
"970","Northeast",40,"Elementary school",600,"Good",156,"Somewhat happy",178,"Elementary school",600
"971","Northeast",44,"Elementary school",300,"Good",156,"Somewhat happy",170,"Junior high school",300
"972","Northeast",37,"Elementary school",700,"Good",164,"Somewhat happy",176,"Junior high school",700
"973","Northeast",31,"Elementary school",400,"Excellent",159,"Somewhat happy",169,"Junior high school",400
"974","Northeast",44,"Elementary school",20,"Not good",158,"Somewhat happy",168,"Elementary school",20
"975","Northeast",36,"Senior high school",300,"Good",166,"Somewhat happy",173,"Elementary school",500
"976","Northeast",38,"Senior high school",300,"Excellent",163,"Very happy",172,"Elementary school",300
"977","Northeast",50,"Elementary school",60,"Fair",159,"Somewhat happy",169,"Junior high school",600
"978","Northeast",43,"Elementary school",80,"Not good",162,"Somewhat happy",164,"Junior high school",80
"979","Northeast",36,"Junior high school",600,"Fair",159,"Somewhat happy",162,"Junior high school",600
"980","Northeast",36,"Junior high school",800,"Excellent",160,"Somewhat happy",172,"Junior high school",800
"981","Northeast",34,"Junior high school",800,"Good",163,"Very happy",180,"Senior high school",800
"982","Northeast",50,"Elementary school",300,"Not good",155,"Somewhat happy",167,"Junior high school",300
"983","Central West",34,"University",900,"Excellent",158,"Very happy",182,"University",10000
"984","Central West",34,"Senior high school",400,"Good",160,"Somewhat happy",181,"University",700
"985","Central West",23,"Junior high school",200,"Excellent",163,"Somewhat happy",173,"Junior high school",500
"986","Central West",42,"Senior high school",500,"Excellent",155,"Very happy",174,"Senior high school",300
"987","Central West",50,"Junior college",700,"Not good",159,"Somewhat happy",170,"Junior college",1000
"988","Central West",23,"Junior high school",400,"Excellent",162,"Somewhat happy",172,"Senior high school",4000
"989","Central West",49,"Junior college",900,"Good",158,"Very happy",165,"Senior high school",500
"990","Central West",44,"Junior college",200,"Good",155,"Somewhat happy",172,"Junior college",900
"991","Central West",31,"Senior high school",200,"Fair",163,"Somewhat happy",172,"Senior high school",500
"992","Central West",24,"Junior college",0,"Excellent",165,"Somewhat happy",180,"Junior college",600
"993","Central West",30,"Junior college",300,"Good",164,"Somewhat happy",170,"University",700
"994","Central West",41,"Senior high school",300,"Fair",158,"Somewhat happy",170,"Junior college",600
"995","Central West",49,"Senior high school",400,"Good",167,"Somewhat happy",170,"University",900
"996","Central West",35,"Junior high school",6000,"Good",162,"Very happy",170,"Elementary school",6000
"997","Central West",30,"Junior college",500,"Fair",170,"Somewhat happy",174,"Junior college",700
"998","Central West",42,"Junior college",700,"Good",154,"Somewhat happy",165,"Junior college",700
"999","Central West",44,"Junior high school",700,"Fair",158,"Somewhat happy",174,"Senior high school",600
"1000","Central West",40,"Senior high school",700,"Fair",156,"Somewhat happy",178,"University",800
"1001","Central West",33,"Senior high school",700,"Excellent",160,"Somewhat happy",174,"Junior high school",900
"1002","Central West",25,"Senior high school",700,"Excellent",168,"Somewhat happy",172,"Senior high school",700
"1003","Central West",42,"Senior high school",700,"Excellent",168,"Very happy",170,"Junior college",800
"1004","Central West",29,"Senior high school",0,"Good",160,"Somewhat happy",180,"Junior high school",2000
"1005","Central West",26,"Senior high school",700,"Good",161,"Very happy",172,"Junior college",500
"1006","Central West",23,"Junior high school",0,"Excellent",159,"Somewhat happy",171,"Senior high school",800
"1007","Central West",43,"Senior high school",500,"Not good",157,"Very unhappy",172,"Elementary school",3000
"1008","Central West",31,"Senior high school",300,"Good",151,"Somewhat happy",170,"Elementary school",1000
"1009","Central West",46,"Elementary school",200,"Good",157,"Somewhat happy",160,"Never attended school",700
"1010","Central West",25,"Junior high school",200,"Good",160,"Very happy",167,"Junior high school",200
"1011","Central West",44,"Never attended school",200,"Not good",160,"Somewhat happy",175,"Junior high school",200
"1012","Central West",25,"Junior high school",300,"Good",158,"Somewhat happy",173,"Junior high school",600
"1013","Central West",49,"Elementary school",500,"Fair",154,"Somewhat happy",170,"Elementary school",500
"1014","Central West",26,"Junior high school",400,"Good",160,"Somewhat happy",174,"Junior high school",400
"1015","Central West",26,"Senior high school",300,"Good",153,"Somewhat happy",180,"Senior high school",300
"1016","Central West",48,"Elementary school",100,"Good",160,"Somewhat happy",170,"Elementary school",100
"1017","Central West",27,"Junior high school",200,"Excellent",158,"Somewhat happy",168,"Junior high school",200
"1018","Central West",48,"Elementary school",200,"Good",164,"Somewhat happy",172,"Never attended school",200
"1019","Central West",57,"Senior high school",80,"Not good",158,"Not too happy",163,"Elementary school",80
"1020","Central West",29,"Junior high school",200,"Excellent",156,"Not too happy",170,"Junior high school",500
"1021","Central West",47,"Never attended school",200,"Excellent",160,"Somewhat happy",180,"Elementary school",200
"1022","Central West",37,"Junior high school",100,"Excellent",165,"Somewhat happy",172,"Junior high school",400
"1023","Central West",38,"Junior high school",300,"Good",158,"Somewhat happy",180,"Junior high school",400
"1024","Central West",29,"Senior high school",500,"Excellent",165,"Somewhat happy",170,"Junior high school",600
"1025","Central West",24,"Junior high school",200,"Not good",169,"Not too happy",178,"Junior high school",600
"1026","Central West",28,"Senior high school",500,"Excellent",160,"Somewhat happy",173,"Junior high school",500
"1027","Central West",30,"Junior high school",500,"Good",160,"Somewhat happy",174,"Junior high school",500
"1028","Central West",27,"Senior high school",400,"Good",160,"Somewhat happy",175,"Junior high school",600
"1029","Central West",26,"Junior high school",100,"Fair",164,"Somewhat happy",168,"Senior high school",600
"1030","Central West",39,"Senior high school",100,"Excellent",165,"Somewhat happy",168,"Senior high school",1000
"1031","Central West",50,"Never attended school",0,"Fair",160,"Somewhat happy",182,"Elementary school",400
"1032","Central West",28,"Junior high school",500,"Good",161,"Not too happy",160,"Junior high school",400
"1033","Central West",35,"Senior high school",1000,"Excellent",172,"Very happy",180,"Junior high school",2000
"1034","Central West",51,"Elementary school",200,"Fair",163,"Not too happy",178,"Elementary school",200
"1035","Coastal East",35,"Junior high school",500,"Good",154,"Somewhat happy",174,"Junior college",900
"1036","Coastal East",58,"University",1000,"Excellent",155,"Very happy",165,"University",1000
"1037","Coastal East",30,"Junior high school",0,"Excellent",160,"Very happy",170,"Senior high school",800
"1038","Coastal East",32,"Junior college",2000,"Good",163,"Somewhat happy",168,"Junior college",3000
"1039","Coastal East",37,"Junior college",800,"Fair",155,"Somewhat happy",170,"Junior college",3000
"1040","Coastal East",30,"Junior high school",0,"Good",159,"Somewhat happy",169,"Senior high school",1000
"1041","Coastal East",35,"Elementary school",400,"Excellent",156,"Very happy",174,"Elementary school",400
"1042","Coastal East",61,"Senior high school",500,"Good",157,"Somewhat happy",170,"University",2000
"1043","Coastal East",32,"Senior high school",1000,"Fair",158,"Very happy",172,"Senior high school",1000
"1044","Coastal East",46,"Senior high school",700,"Fair",169,"Somewhat happy",178,"Senior high school",1000
"1045","Coastal East",25,"Senior high school",600,"Good",164,"Somewhat happy",172,"Senior high school",1000
"1046","Coastal East",23,"Elementary school",600,"Excellent",159,"Very happy",170,"Senior high school",3000
"1047","Coastal East",54,"Senior high school",900,"Good",156,"Somewhat happy",168,"University",4000
"1048","Coastal East",55,"Elementary school",200,"Good",161,"Not too happy",165,"Junior high school",800
"1049","Coastal East",31,"Junior high school",1000,"Fair",160,"Somewhat happy",173,"Junior college",3000
"1050","Coastal East",45,"Senior high school",1000,"Good",163,"Somewhat happy",169,"Senior high school",1000
"1051","Coastal East",47,"Senior high school",900,"Good",167,"Somewhat happy",170,"Senior high school",900
"1052","Coastal East",31,"Elementary school",300,"Good",158,"Somewhat happy",160,"Junior high school",300
"1053","Coastal East",46,"Never attended school",200,"Good",158,"Somewhat happy",176,"Junior high school",200
"1054","Coastal East",52,"Senior high school",500,"Not good",155,"Not too happy",170,"University",2000
"1055","Coastal East",49,"Junior high school",600,"Excellent",158,"Very happy",172,"Junior high school",2000
"1056","Coastal East",43,"Senior high school",500,"Good",160,"Somewhat happy",170,"Junior high school",1000
"1057","Coastal East",29,"University",700,"Fair",161,"Somewhat happy",172,"Junior college",900
"1058","Coastal East",40,"Senior high school",600,"Good",161,"Somewhat happy",168,"Senior high school",800
"1059","Coastal East",40,"Elementary school",500,"Good",156,"Somewhat happy",167,"Senior high school",800
"1060","Coastal East",37,"Never attended school",0,"Excellent",164,"Not too happy",171,"Senior high school",1000
"1061","Coastal East",42,"Senior high school",1000,"Excellent",169,"Somewhat happy",172,"Senior high school",1000
"1062","Coastal East",39,"Junior high school",500,"Excellent",164,"Somewhat happy",178,"Elementary school",600
"1063","Coastal East",52,"Senior high school",1000,"Fair",158,"Somewhat happy",173,"Junior college",1000
"1064","Coastal East",59,"Elementary school",400,"Not good",153,"Somewhat happy",173,"Senior high school",2000
"1065","Coastal East",50,"Elementary school",300,"Good",160,"Somewhat happy",180,"Junior college",400
"1066","Coastal East",38,"Junior high school",500,"Fair",163,"Somewhat happy",172,"Junior high school",1000
"1067","Coastal East",30,"Elementary school",400,"Good",155,"Somewhat happy",165,"Junior high school",400
"1068","Coastal East",44,"Elementary school",400,"Good",148,"Somewhat happy",162,"Elementary school",400
"1069","Coastal East",45,"Junior high school",1000,"Good",158,"Somewhat happy",170,"Junior high school",0
"1070","Coastal East",54,"Elementary school",700,"Good",156,"Somewhat happy",168,"Junior high school",600
"1071","Coastal East",35,"Senior high school",500,"Fair",163,"Not too happy",174,"Junior high school",1000
"1072","Coastal East",42,"Junior college",1000,"Good",166,"Very happy",180,"Junior college",2000
"1073","Coastal East",44,"Junior high school",200,"Good",152,"Very happy",171,"Junior high school",2000
"1074","Coastal East",56,"Junior high school",700,"Fair",155,"Somewhat happy",168,"Junior high school",700
"1075","Coastal East",32,"Junior high school",0,"Excellent",158,"Somewhat happy",168,"Junior high school",500
"1076","Coastal East",36,"Junior college",600,"Good",164,"Somewhat happy",178,"Senior high school",500
"1077","Coastal East",46,"Elementary school",1000,"Good",156,"Not too happy",168,"Junior high school",500
"1078","Coastal East",28,"Junior high school",6000,"Excellent",157,"Not too happy",168,"University",10000
"1079","Coastal East",51,"Junior high school",600,"Excellent",161,"Very happy",170,"Elementary school",1000
"1080","Coastal East",48,"Junior high school",600,"Good",158,"Somewhat happy",165,"Senior high school",1000
"1081","Coastal East",58,"Junior high school",600,"Good",160,"Somewhat happy",172,"Elementary school",900
"1082","Coastal East",48,"Junior high school",600,"Good",148,"Somewhat happy",168,"Junior high school",1000
"1083","Coastal East",58,"Junior high school",700,"Good",162,"Somewhat happy",168,"Senior high school",1000
"1084","Coastal East",35,"Junior high school",2000,"Good",157,"Somewhat happy",176,"Senior high school",500
"1085","Coastal East",21,"Senior high school",2000,"Good",160,"Somewhat happy",177,"Senior high school",1000
"1086","Coastal East",48,"Never attended school",200,"Fair",156,"Somewhat happy",164,"Elementary school",200
"1087","Coastal East",54,"Never attended school",600,"Not good",155,"Somewhat happy",170,"Elementary school",100
"1088","Coastal East",40,"Senior high school",500,"Excellent",160,"Very happy",180,"Senior high school",1000
"1089","Coastal East",30,"Elementary school",700,"Fair",152,"Somewhat happy",166,"Senior high school",600
"1090","Coastal East",46,"Junior college",1000,"Good",156,"Somewhat happy",175,"Junior high school",1000
"1091","Coastal East",29,"Senior high school",1000,"Good",163,"Very happy",181,"Junior college",3000
"1092","Coastal East",40,"Junior high school",300,"Good",160,"Somewhat happy",165,"Junior high school",300
"1093","Coastal East",47,"Junior high school",700,"Not good",156,"Somewhat happy",175,"Junior high school",800
"1094","Coastal East",45,"Junior high school",200,"Fair",156,"Somewhat happy",172,"Junior high school",400
"1095","Inlands",32,"Elementary school",400,"Good",158,"Very happy",170,"Junior high school",400
"1096","Inlands",42,"Never attended school",100,"Good",155,"Very happy",170,"Elementary school",100
"1097","Inlands",48,"Never attended school",100,"Fair",160,"Somewhat happy",165,"Senior high school",100
"1098","Inlands",31,"Junior high school",100,"Good",161,"Somewhat happy",170,"Elementary school",100
"1099","Inlands",37,"Junior high school",400,"Good",160,"Somewhat happy",166,"Elementary school",400
"1100","Inlands",56,"Never attended school",100,"Good",155,"Not too happy",165,NA,100
"1101","Inlands",34,"Elementary school",500,"Not good",166,"Very happy",180,"Junior high school",500
"1102","Inlands",31,"Junior high school",400,"Excellent",160,"Somewhat happy",168,"Junior high school",400
"1103","Inlands",35,"Junior high school",300,"Fair",158,"Somewhat happy",165,"Junior high school",300
"1104","Inlands",37,"Elementary school",800,"Good",160,"Somewhat happy",172,"Junior high school",800
"1105","Inlands",44,"Never attended school",80,"Fair",155,"Somewhat happy",170,"Elementary school",80
"1106","Inlands",38,"Elementary school",100,"Fair",158,"Not too happy",170,"Elementary school",100
"1107","Inlands",37,"Elementary school",500,"Excellent",161,"Somewhat happy",173,"Junior high school",500
"1108","Inlands",30,"Junior high school",0,"Fair",158,"Somewhat happy",170,"Junior high school",500
"1109","Inlands",44,"Never attended school",100,"Fair",155,"Somewhat happy",160,"Elementary school",100
"1110","Inlands",35,"Junior high school",500,"Good",155,"Somewhat happy",165,"Junior high school",500
"1111","Inlands",61,"Never attended school",100,"Excellent",150,"Very happy",176,"Never attended school",600
"1112","Inlands",32,"Elementary school",300,"Excellent",145,"Somewhat happy",160,"Elementary school",300
"1113","Inlands",35,"Elementary school",300,"Good",160,"Somewhat happy",162,"Junior high school",300
"1114","Inlands",55,"Elementary school",200,"Good",157,"Somewhat happy",170,"Elementary school",400
"1115","Inlands",36,"Elementary school",200,"Not good",171,"Very happy",175,"Never attended school",200
"1116","Inlands",36,"Elementary school",400,"Good",154,"Somewhat happy",160,"Never attended school",500
"1117","Inlands",38,"Junior high school",200,"Good",162,"Somewhat happy",170,"Elementary school",200
"1118","Inlands",45,"Elementary school",200,"Good",158,"Somewhat happy",162,"Never attended school",200
"1119","Inlands",36,"Elementary school",600,"Good",156,"Somewhat happy",165,"Elementary school",800
"1120","Coastal East",34,"Junior college",700,"Fair",168,"Somewhat happy",173,"University",600
"1121","Coastal East",40,"Senior high school",600,"Good",168,"Very happy",175,"Junior high school",700
"1122","Coastal East",24,"Senior high school",800,"Good",159,"Somewhat happy",178,"Senior high school",4000
"1123","Coastal East",27,"Junior college",1000,"Fair",167,"Somewhat happy",178,"Junior college",1000
"1124","Coastal East",53,"Junior high school",600,"Good",155,"Somewhat happy",166,"Senior high school",800
"1125","Coastal East",37,"Senior high school",700,"Fair",166,"Somewhat happy",183,"Senior high school",1000
"1126","Coastal East",36,"Junior college",800,"Excellent",165,"Very happy",176,"Junior college",800
"1127","Coastal East",42,"Junior high school",700,"Good",153,"Somewhat happy",175,"Junior high school",800
"1128","Coastal East",32,"Junior high school",300,"Excellent",156,"Somewhat happy",168,"Senior high school",300
"1129","Coastal East",55,"Junior high school",700,"Fair",165,"Somewhat happy",172,"Senior high school",1000
"1130","Coastal East",31,"Junior high school",900,"Fair",162,"Somewhat happy",174,"Junior high school",1000
"1131","Coastal East",41,"Senior high school",800,"Fair",152,"Somewhat happy",170,"Junior high school",1000
"1132","Coastal East",38,"Senior high school",500,"Good",167,"Somewhat happy",180,"Senior high school",600
"1133","Coastal East",32,"Junior high school",0,"Fair",150,"Somewhat happy",170,"Junior high school",1000
"1134","Coastal East",50,"Junior high school",600,"Not good",142,"Somewhat happy",158,"Junior college",600
"1135","Coastal East",40,"Senior high school",700,"Excellent",154,"Very happy",165,"Senior high school",700
"1136","Coastal East",26,"Senior high school",600,"Fair",153,"Somewhat happy",175,"Senior high school",1000
"1137","Coastal East",41,"Senior high school",800,"Fair",157,"Somewhat happy",178,"Junior college",2000
"1138","Coastal East",44,"Junior high school",300,"Good",155,"Very happy",176,"Junior high school",1000
"1139","Coastal East",34,"Junior high school",600,"Fair",161,"Somewhat happy",174,"Senior high school",400
"1140","Coastal East",42,"Senior high school",2000,"Good",164,"Somewhat happy",178,"Junior high school",500
"1141","Coastal East",38,"Junior high school",900,"Good",158,"Somewhat happy",170,"Senior high school",1000
"1142","Coastal East",38,"Junior college",700,"Good",163,"Somewhat happy",175,"Junior college",2000
"1143","Coastal East",37,"Senior high school",800,"Good",160,"Somewhat happy",169,"Senior high school",900
"1144","Coastal East",32,"Junior high school",900,"Excellent",160,"Somewhat happy",172,"Senior high school",2000
"1145","Coastal East",28,"Junior high school",500,"Fair",165,"Somewhat happy",175,"Junior high school",1000
"1146","Coastal East",46,"Junior high school",300,"Fair",158,"Somewhat happy",168,"Senior high school",2000
"1147","Coastal East",37,"Junior high school",400,"Fair",162,"Somewhat happy",168,"Senior high school",800
"1148","Coastal East",40,"Senior high school",600,"Fair",164,"Somewhat happy",175,"Junior college",1000
"1149","Coastal East",42,"Senior high school",1000,"Good",156,"Somewhat happy",175,"Senior high school",800
"1150","Coastal East",38,"Senior high school",1000,"Good",162,"Somewhat happy",173,"Junior high school",2000
"1151","Coastal East",38,"Junior high school",400,"Excellent",160,"Not too happy",175,"Senior high school",700
"1152","Coastal East",37,"Junior high school",700,"Good",160,"Somewhat happy",178,"Junior high school",300
"1153","Coastal East",57,"Senior high school",1000,"Good",154,"Very happy",173,"University",2000
"1154","Coastal East",35,"Junior high school",300,"Excellent",165,"Somewhat happy",178,"Junior high school",800
"1155","Coastal East",48,"Elementary school",800,"Good",158,"Somewhat happy",175,"Senior high school",1000
"1156","Coastal East",41,"Senior high school",700,"Fair",160,"Somewhat happy",165,"Junior high school",600
"1157","Coastal East",25,"Elementary school",500,"Excellent",162,"Somewhat happy",166,"Junior high school",1000
"1158","Coastal East",24,"Junior college",1000,"Good",156,"Somewhat happy",170,"Junior college",2000
"1159","Coastal East",50,"Junior high school",700,"Fair",166,"Not too happy",174,"Senior high school",300
"1160","Coastal East",50,"Junior college",800,"Good",156,"Somewhat happy",178,"Junior college",600
"1161","Coastal East",58,"Junior high school",500,"Not good",162,"Somewhat happy",173,"Senior high school",800
"1162","Coastal East",25,"Junior high school",400,"Fair",150,"Somewhat happy",170,"Junior high school",2000
"1163","Coastal East",62,"Junior high school",500,"Fair",160,"Somewhat happy",163,"Senior high school",800
"1164","Coastal East",42,"Junior high school",600,"Good",155,"Somewhat happy",170,"Senior high school",1000
"1165","Coastal East",42,"Junior college",1000,"Fair",166,"Somewhat happy",172,"Junior college",1000
"1166","Coastal East",26,"Senior high school",500,"Good",162,"Somewhat happy",170,"Senior high school",700
"1167","Coastal East",23,"Junior college",1000,"Good",158,"Somewhat happy",174,"Senior high school",3000
"1168","Coastal East",29,"Junior high school",500,"Fair",158,"Somewhat happy",180,"Junior high school",600
"1169","Coastal East",28,"Senior high school",5000,"Fair",168,"Somewhat happy",172,"Senior high school",5000
"1170","Coastal East",38,"Junior college",1000,"Good",156,"Somewhat happy",165,"Junior college",1000
"1171","Coastal East",28,"Junior high school",100,"Good",160,"Somewhat happy",180,"Senior high school",1000
"1172","Coastal East",43,"Senior high school",800,"Good",160,"Somewhat happy",175,"Senior high school",700
"1173","Coastal East",41,"Senior high school",500,"Good",160,"Somewhat happy",176,"Junior high school",800
"1174","Coastal East",29,"Junior high school",2000,"Fair",166,"Somewhat happy",171,"Senior high school",10000
"1175","Central West",33,"Junior college",700,"Fair",168,"Not too happy",172,"Junior college",700
"1176","Central West",47,"Junior high school",500,"Good",161,"Not too happy",180,"Junior high school",0
"1177","Central West",40,"Junior college",800,"Fair",164,"Not too happy",173,"Junior college",800
"1178","Central West",48,"Junior college",1000,"Excellent",159,"Somewhat happy",180,"Senior high school",700
"1179","Central West",33,"Elementary school",500,"Excellent",160,"Very happy",170,"Junior high school",500
"1180","Central West",33,"Junior high school",400,"Good",156,"Somewhat happy",174,"Junior high school",400
"1181","Central West",28,"Senior high school",300,"Fair",160,"Somewhat happy",177,"Junior high school",300
"1182","Central West",32,"Junior high school",300,"Good",158,"Somewhat happy",168,"Junior college",800
"1183","Central West",62,"Elementary school",0,"Fair",164,"Not too happy",168,"Senior high school",700
"1184","Central West",52,"Junior high school",600,"Not good",160,"Not too happy",170,"University",900
"1185","Central West",36,"Never attended school",400,"Excellent",160,"Somewhat happy",167,"Junior high school",600
"1186","Central West",36,"Senior high school",500,"Excellent",162,"Somewhat happy",178,"Senior high school",600
"1187","Central West",45,"Junior college",800,"Fair",155,"Somewhat happy",171,"University",900
"1188","Central West",39,"Senior high school",700,"Fair",155,"Somewhat happy",170,"Junior college",800
"1189","Central West",39,"Junior college",800,"Fair",164,"Somewhat happy",181,"Senior high school",800
"1190","Central West",61,"Senior high school",600,"Fair",155,"Somewhat happy",174,"Junior college",600
"1191","Central West",31,"Junior high school",400,"Good",153,"Somewhat happy",170,"Senior high school",500
"1192","Central West",57,"University",700,"Poor",150,"Not too happy",166,"University",800
"1193","Central West",26,"Junior college",800,"Good",160,"Very happy",178,"Junior college",800
"1194","Central West",45,"Junior high school",200,"Not good",159,"Very unhappy",168,"Junior high school",700
"1195","Central West",22,"Senior high school",0,"Fair",165,"Somewhat happy",174,"Senior high school",0
"1196","Central West",38,"Junior high school",500,"Excellent",154,"Very happy",170,"Junior high school",500
"1197","Central West",32,"Junior high school",400,"Excellent",160,"Very happy",165,"Junior high school",400
"1198","Central West",42,"Senior high school",400,"Good",160,"Somewhat happy",170,"Elementary school",0
"1199","Central West",54,"Senior high school",0,"Fair",156,"Somewhat happy",174,"Senior high school",0
"1200","Central West",30,"Junior high school",700,"Excellent",160,"Very happy",172,"Junior high school",0
"1201","Central West",22,"Senior high school",500,"Excellent",158,"Somewhat happy",175,"Senior high school",800
"1202","Central West",39,"Junior high school",5000,"Excellent",160,"Somewhat happy",180,"Senior high school",1000
"1203","Central West",32,"University",600,"Excellent",160,"Very happy",174,"Senior high school",1000
"1204","Central West",39,"Senior high school",700,"Not good",154,"Somewhat happy",181,"University",1000
"1205","Central West",42,"Senior high school",400,"Excellent",158,"Somewhat happy",170,"Senior high school",400
"1206","Central West",37,"Senior high school",800,"Fair",165,"Somewhat happy",174,"Senior high school",500
"1207","Central West",35,"Elementary school",600,"Fair",166,"Somewhat happy",170,"Junior high school",600
"1208","Central West",28,"Senior high school",800,"Good",163,"Somewhat happy",175,"Senior high school",600
"1209","Central West",31,"Senior high school",2000,"Fair",167,"Somewhat happy",172,"Junior high school",2000
"1210","Central West",62,"Elementary school",400,"Not good",160,"Somewhat happy",171,"Junior high school",600
"1211","Central West",36,"Senior high school",400,"Good",158,"Somewhat happy",170,"Senior high school",700
"1212","Central West",36,"Junior high school",400,"Good",167,"Somewhat happy",175,"Junior high school",600
"1213","Central West",37,"Senior high school",600,"Not good",160,"Somewhat happy",178,"Senior high school",1000
"1214","Central West",38,"Junior high school",0,"Excellent",165,"Very happy",170,"Senior high school",2000
"1215","Central West",31,"Senior high school",300,"Good",160,"Somewhat happy",174,"Senior high school",1000
"1216","Central West",48,"Junior high school",600,"Excellent",158,"Somewhat happy",165,"Elementary school",70
"1217","Central West",35,"Senior high school",500,"Excellent",163,"Very happy",176,"Junior high school",700
"1218","Central West",30,"Junior high school",100,"Fair",160,"Somewhat happy",165,"Junior high school",200
"1219","Central West",23,"Junior high school",70,"Fair",160,"Somewhat happy",170,"Junior high school",70
"1220","Central West",25,"Junior high school",300,"Fair",165,"Somewhat happy",170,"Elementary school",300
"1221","Central West",34,"Junior high school",50,"Fair",166,"Somewhat happy",167,"Junior high school",50
"1222","Central West",43,"Senior high school",400,"Not good",150,"Somewhat happy",160,"Junior high school",400
"1223","Central West",25,"Elementary school",100,"Not good",170,"Somewhat happy",172,"Elementary school",100
"1224","Central West",48,"Never attended school",500,"Excellent",155,"Very happy",167,"Junior high school",500
"1225","Central West",34,"Elementary school",400,"Excellent",158,"Very happy",180,"Elementary school",400
"1226","Central West",38,"Elementary school",100,"Excellent",156,"Very happy",160,"Senior high school",100
"1227","Central West",36,"Elementary school",100,"Fair",165,"Not too happy",160,"Elementary school",100
"1228","Central West",36,"Junior high school",300,"Good",178,"Somewhat happy",170,"Junior high school",300
"1229","Central West",29,"Elementary school",80,"Excellent",157,"Not too happy",170,"Junior high school",80
"1230","Central West",27,"Junior high school",100,"Good",165,"Somewhat happy",175,"Junior high school",100
"1231","Central West",53,"Never attended school",100,"Good",160,"Somewhat happy",160,"Never attended school",100
"1232","Central West",30,"Junior high school",80,"Excellent",153,"Not too happy",170,"Junior high school",80
"1233","Central West",34,"Junior high school",90,"Fair",163,"Not too happy",167,"Junior high school",200
"1234","Central West",50,"Elementary school",100,"Fair",160,"Somewhat happy",168,"Junior high school",100
"1235","Central West",23,"Senior high school",0,"Not good",165,"Somewhat happy",175,"Junior high school",300
"1236","Central West",40,"Never attended school",60,"Not good",158,"Not too happy",174,"Never attended school",60
"1237","Central West",31,"Junior high school",300,"Good",164,"Not too happy",170,"Junior high school",0
"1238","Central West",24,"Junior high school",200,"Excellent",168,"Very happy",171,"Elementary school",200
"1239","Central West",30,"Elementary school",20,"Excellent",165,"Somewhat happy",170,"Junior high school",20
